name,discount,url,number,sold_number,text,,,6
SHEIN EZwear Tie Dye Drop Shoulder Oversized Tee,0.01,//img.ltwebstatic.com/images3_pi/2022/03/24/16480898902eb2eb7088696d034d02670bf36a2556_thumbnail_405x552.jpg,57,696,"['Multicolor ', 'Casual ', 'Tie Dye ', 'Round Neck ', 'Half Sleeve ', 'Drop Shoulder ', 'Long ', 'Oversized ', 'Slight Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN EZwear Wide Waistband Flare Leg Pants,0.01,//img.ltwebstatic.com/images3_pi/2021/11/05/1636075096a5db5298f41c9ca73f269bc36806f4e1_thumbnail_405x552.jpg,47,823,"['Black ', 'Casual ', 'Plain ', 'Flare Leg ', 'Elastic Waist ', 'High Waist ', 'Long ', 'Regular Fit ', 'Slight Stretch ', 'Fabric ', '95% Cotton, 5% Elastane ', 'Machine wash or professional dry clean ', 'Unlined ', 'No ']",,,
SHEIN Clasi Striped Print Blouse,0.01,//img.ltwebstatic.com/images3_pi/2022/06/15/165526518496eef6f60b32cefec7a93635687059b1_thumbnail_405x552.jpg,56,1483,"['Multicolor ', 'Casual ', 'Striped ', 'Top ', 'Round Neck ', 'Three Quarter Length Sleeve ', 'Regular Sleeve ', 'Regular ', 'Regular Fit ', 'Non-Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN BASICS Solid Crop Tube Top,0.03,//img.ltwebstatic.com/images3_pi/2022/04/01/16487766225a79ff06d3fc34aca8c6436e25939a90_thumbnail_405x552.jpg,75,3491,"['Black ', 'Casual ', 'Plain ', 'Strapless ', 'Sleeveless ', 'Crop ', 'Slim Fit ', 'Medium Stretch ', 'Machine wash, do not dry clean ', 'No ']",,,
SHEIN VCAY Allover Floral Knot Split Thigh A-line Dress,0.01,//img.ltwebstatic.com/images3_pi/2021/11/19/163730622656f7c3df1fa6c5d88e752c257f0c0205_thumbnail_405x552.jpg,55,1253,"['Blue and White ', 'Boho ', 'Floral, All Over Print ', 'Split Thigh, Ruched Bust ', 'Square Neck ', 'A Line ', 'Short Sleeve ', 'Puff Sleeve ', 'High Waist ', 'Slit ', 'Long ', 'Regular Fit ', 'Non-Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN VCAY Paisley Print Wide Leg Pants,0.01,//img.ltwebstatic.com/images3_pi/2022/12/29/1672295541b86d033de4bf3615aef9812d7ddf7759_thumbnail_405x552.jpg,63,1074,"['Red ', 'Boho ', 'Paisley, Tribal ', 'Wide Leg ', 'Elastic Waist ', 'High Waist ', 'Long ', 'Loose ', 'Non-Stretch ', 'Woven Fabric ', '95% Polyester, 5% Elastane ', 'Machine wash or professional dry clean ', 'Unlined ', 'No ']",,,
Star Patched Wide Leg Jeans,0,//img.ltwebstatic.com/images3_pi/2023/07/12/1689134492c7a365681a284dd380797624f574cf0c_thumbnail_405x552.jpg,24,268,"['Light Wash ', 'Plain ', 'Wide Leg ', 'Zipper Fly ', 'Button, Pocket, Ripped ', 'Natural ', 'Extra Long ', 'Regular Fit ', 'Non-Stretch ', 'Denim ', '90% Viscose, 10% Polyester ', 'Hand wash,do not dry clean ', 'Unlined ', 'No ']",,,
Hollow Out Drawstring Waist Cover Up Shorts,0.01,//img.ltwebstatic.com/images3_pi/2023/02/10/1676019292344830c068009e6ce2556f4b8311151b_thumbnail_405x552.jpg,34,542,"['White ', 'Plain ', 'Drawstring, Tie Front ', 'Regular Fit ', 'Crochet ', 'Slight Stretch ', 'Knitted Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'Semi-Sheer ']",,,
SHEIN EZwear 2pcs Wide Waistband Biker Shorts,0.02,//img.ltwebstatic.com/images3_pi/2022/01/14/164214943295b3fc549125ced20c28926259aa0881_thumbnail_405x552.jpg,56,1591,"['Multicolor ', 'Casual ', 'Plain ', 'High Waist ', 'Short ', 'Biker Shorts ', 'High Stretch ', 'Fabric ', '97% Polyester, 3% Elastane ', 'Hand wash or professional dry clean ', 'No ']",,,
SHEIN Essnce Drop Shoulder Tee & Biker Shorts,0.01,//img.ltwebstatic.com/images3_pi/2022/08/22/16611406955e321ce5727bd08fc71788130d8f1719_thumbnail_405x552.jpg,52,1143,"['Apricot ', 'Casual ', 'Plain ', 'Rib-Knit ', 'Round Neck ', 'Tee ', 'Biker Shorts ', 'Fabric ', '60% Polyester, 35% Viscose, 5% Elastane ', 'Three Quarter Length Sleeve ', 'Drop Shoulder ', 'Regular Fit ', 'High Stretch ', 'Hand wash,do not dry clean ', 'No ']",,,
SHEIN EZwear High Waist Ripped Wide Leg Jeans,0.01,//img.ltwebstatic.com/images3_pi/2022/11/18/1668758819011a649a39fceb4cbcdcdefd629c5cfe_thumbnail_405x552.jpg,48,579,"['Light Wash ', 'Plain ', 'Wide Leg ', 'Baggy ', 'Zipper Fly ', 'Button, Pocket, Ripped, Zipper ', 'High Waist ', 'Extra Long ', 'Loose ', 'Non-Stretch ', 'Denim ', '86% Cotton, 8% Viscose, 6% Polyester ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
Hollow Out Cover Up Dress Without Bikini,0.01,//img.ltwebstatic.com/images3_pi/2022/06/06/16545021898ec38f3ab441d90b70997e64851cfb38_thumbnail_405x552.jpg,51,1084,"['Khaki ', 'Plain ', 'Spaghetti Strap ', 'Sleeveless ', 'Regular Fit ', 'Slight Stretch ', 'Fabric ', '100% Polyester ', 'Hand wash or professional dry clean ', 'Yes ']",,,
SHEIN Clasi High Waist Geo Print Wide Leg Pants,0.01,//img.ltwebstatic.com/images3_pi/2022/11/11/16681422228706a9f7b147c87a546d332e90f39507_thumbnail_405x552.jpg,52,1154,"['Multicolor ', 'Boho ', 'Geometric ', 'Wide Leg ', 'Zipper Fly ', 'Zipper ', 'High Waist ', 'Long ', 'Loose ', 'Non-Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'Lined ', 'No ', '100% Polyester ']",,,
SHEIN VCAY Ditsy Floral Print Knot Front Split Thigh Cami Dress,0.02,//img.ltwebstatic.com/images3_pi/2023/02/21/167697608873ef143c627b525a65f2c66d6c4909cc_thumbnail_405x552.jpg,63,1587,"['Black ', 'Boho ', 'Ditsy Floral ', 'Split Thigh, Tie Front, Ruched Bust ', 'Spaghetti Strap ', 'Cami ', 'Sleeveless ', 'High Waist ', 'Slit ', 'Midi ', 'Regular Fit ', 'Non-Stretch ', 'Woven Fabric ', '100% Polyester ', 'Hand wash,do not dry clean ', 'No ']",,,
SHEIN EZwear Ripped Detail Skinny Jeans,0.01,//img.ltwebstatic.com/images3_pi/2022/07/28/1658979537b692500191b9152b8b9ad630a8c16b9e_thumbnail_405x552.jpg,65,1314,"['Dark Grey ', 'Plain ', 'Skinny ', 'Zipper Fly ', 'Button, Pocket, Raw Hem, Ripped, Zipper ', 'High Waist ', 'Long ', 'Skinny ', 'Medium Stretch ', 'Denim ', '85% Cotton, 13% Polyester, 2% Elastane ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
SHEIN Frenchy Open Front Drop Shoulder Solid Cardigan,0.01,//img.ltwebstatic.com/images3_pi/2021/04/19/1618814487ba54d4f32721783e883e66f5443223f1_thumbnail_405x552.jpg,67,546,"['Dark Grey ', 'Casual ', 'Plain ', 'Short ', 'Long Sleeve ', 'Drop Shoulder ', 'Regular Fit ', 'Slight Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'Unlined ', 'No ']",,,
SHEIN EZwear Zip Up Drop Shoulder Drawstring Thermal Lined Hoodie,0,//img.ltwebstatic.com/images3_pi/2022/07/20/1658311315c833461f68f952197952ebe9e2fcf890_thumbnail_405x552.jpg,47,356,"['Beige ', 'Casual ', 'Plain ', 'Drawstring, Pocket, Zipper ', 'Zip Up ', 'Hooded ', 'Long Sleeve ', 'Drop Shoulder ', 'Regular ', 'Oversized ', 'Slight Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'Yes ', 'No ']",,,
SHEIN VCAY Floral Print Knot Straps Shirred Bodice Cami Dress,0.01,//img.ltwebstatic.com/images3_pi/2021/06/02/1622642568a5f87628cfbca79ac90bd785cb744a84_thumbnail_405x552.jpg,60,958,"['Blue and White ', 'Boho ', 'Floral ', 'Knot, Shirred ', 'Straps ', 'Cami ', 'Sleeveless ', 'High Waist ', 'Flared ', 'Long ', 'Regular Fit ', 'Slight Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN EZwear High Waist Straight Leg Ripped Jeans,0.01,//img.ltwebstatic.com/images3_pi/2021/11/06/16361841557a9674b157fdd81ef77a084301d61820_thumbnail_405x552.jpg,35,510,"['Light Wash ', 'Plain ', 'Straight Leg ', 'Zipper Fly ', 'Button, Pocket, Ripped, Zipper ', 'High Waist ', 'Long ', 'Regular Fit ', 'Non-Stretch ', 'Denim ', '98% Cotton, 1% Polyester, 1% Viscose ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
SHEIN Qutie Cherry Embroidery Lantern Sleeve Cardigan,0.01,//img.ltwebstatic.com/images3_pi/2022/07/15/165786597698fde6ace0c6126bf0ebeb5d97715250_thumbnail_405x552.jpg,56,698,"['Beige ', 'Casual ', 'Fruit&Vegetable ', 'Regular ', 'Long Sleeve ', 'Drop Shoulder ', 'Regular Fit ', 'Medium Stretch ', 'Fabric ', '100% Polyester ', 'Hand wash or professional dry clean ', 'Unlined ', 'Semi-Sheer ']",,,
SHEIN Essnce High Waist Ripped Raw Trim Denim Shorts,0.01,//img.ltwebstatic.com/images3_pi/2022/04/07/16492969249c90ede9120d5ed4d0888475d4b50740_thumbnail_405x552.jpg,43,541,"['Black ', 'Plain ', 'Straight Leg ', 'Zipper Fly ', 'Button, Pocket, Raw Hem, Ripped, Zipper ', 'Natural ', 'Short ', 'Regular Fit ', 'High Stretch ', 'Denim ', '66% Cotton, 25% Polyester, 7% Viscose, 2% Elastane ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
SHEIN EZwear 3 PCS Round Neck Tank Top,0,//img.ltwebstatic.com/images3_pi/2021/07/12/1626058695f488299f6534b0e59318521af75a3c5f_thumbnail_405x552.jpg,37,499,"['Multicolor ', 'Casual ', 'Plain ', 'Tank ', 'Round Neck ', 'Rib-Knit ', 'Crop ', 'Slim Fit ', 'Medium Stretch ', 'Machine wash or professional dry clean ', 'Knitted Fabric ', '94% Cotton, 6% Elastane ', 'No ']",,,
SHEIN Essnce Form Fitted Bodysuit,0.01,//img.ltwebstatic.com/images3_pi/2021/12/21/1640065691e0da42b7e24e6d52b16829ba9a66ae07_thumbnail_405x552.jpg,25,541,"['White ', 'Casual ', 'Plain ', 'Tee ', 'Round Neck ', 'Short Sleeve ', 'Regular Sleeve ', 'Natural ', 'Slim Fit ', 'High Stretch ', 'Fabric ', '91% Polyester, 9% Elastane ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN Coolane Letter & Car Print Drop Shoulder Tee,0.01,//img.ltwebstatic.com/images3_pi/2022/09/17/1663393445ea56160390ae24407ae3573aaef540f7_thumbnail_405x552.jpg,52,630,"['Red ', 'Casual ', 'Letter, Car ', 'Round Neck ', 'Half Sleeve ', 'Drop Shoulder ', 'Long ', 'Oversized ', 'Non-Stretch ', 'Knitted Fabric ', '95% Cotton, 5% Elastane ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN EZwear High Waist Wide Leg Denim Shorts,0,//img.ltwebstatic.com/images3_pi/2022/04/20/165041939870a103b9d5039ee276ef3ef96eba10a9_thumbnail_405x552.jpg,47,378,"['Medium Wash ', 'Plain ', 'Bermuda ', 'Zipper Fly ', 'Button, Pocket, Zipper ', 'High Waist ', 'Short ', 'Regular Fit ', 'Non-Stretch ', 'Denim ', '85% Cotton, 15% Polyester ', 'Machine wash, do not dry clean ', 'No ']",,,
SHEIN Tall Solid Crop Tank Top,0.01,//img.ltwebstatic.com/images3_pi/2022/09/01/166201026220784708684cf70cb6a9a65ee6571933_thumbnail_405x552.jpg,65,1348,"['Black ', 'Casual ', 'Plain ', 'Tank ', 'Scoop Neck ', 'Crop ', 'Slim Fit ', 'High Stretch ', 'Fabric ', '90% Polyester, 10% Elastane ', 'Machine wash or professional dry clean ', 'Lined ', 'Semi-Sheer ']",,,
SHEIN ICON Solid Super Crop Sweater,0,//img.ltwebstatic.com/images3_pi/2022/09/22/1663823143aee617873c5a5ccbb6625e480f6b1e1d_thumbnail_405x552.jpg,44,449,"['Apricot ', 'Casual ', 'Plain ', 'Crop ', 'Pullovers ', 'Round Neck ', 'Long Sleeve ', 'Flounce Sleeve ', 'Asymmetrical ', 'Slim Fit ', 'High Stretch ', 'Fabric ', '83% Polyester, 17% Viscose ', 'Hand wash or professional dry clean ', 'Yes ']",,,
SHEIN Clasi Swiss Dot Butterfly Sleeve Blouse,0.01,//img.ltwebstatic.com/images3_pi/2022/06/20/1655693185b9142811bf7f69a6811610b6e74b7b3d_thumbnail_405x552.jpg,60,1109,"['Pink ', 'Casual ', 'Plain ', 'Top ', 'Round Neck ', 'Ruffle, Tiered Layer ', 'Short Sleeve ', 'Layered Sleeve ', 'Regular ', 'Regular Fit ', 'Non-Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN EZwear High Waisted Skinny Jeans,0.02,//img.ltwebstatic.com/images3_pi/2021/07/28/16274601642b92a5ed721e8393c69ba364daf3ea7b_thumbnail_405x552.jpg,65,1625,"['Black ', 'Plain ', 'Skinny ', 'Zipper Fly ', 'Button, Pocket, Zipper ', 'High Waist ', 'Long ', 'Skinny ', 'High Stretch ', 'Denim ', '76% Viscose, 20% Polyamide, 4% Elastane ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
SHEIN EZwear Balletcore Solid Flare Leg Sweatpants,0.01,//img.ltwebstatic.com/images3_pi/2023/01/10/167332710614815a752a12e83b3369f9c5d6287a61_thumbnail_405x552.jpg,5,811,"['Light Grey ', 'Plain ', 'Flare Leg ', 'High Waist ', 'Long ', 'Regular Fit ', 'Elastic Waist ', 'Slight Stretch ', 'Knitted Fabric ', '95% Polyester, 5% Elastane ', 'Machine wash or professional dry clean ', 'Unlined ', 'No ']",,,
SHEIN ICON Letter Graphic Zip Up Raglan Sleeve Hoodie,0.01,//img.ltwebstatic.com/images3_pi/2022/08/22/166115883183595b36e1f309f9b75cb1bbcb3a1548_thumbnail_405x552.jpg,58,762,"['Royal Blue ', 'Casual ', 'Letter ', 'Pocket, Zipper ', 'Zip Up ', 'Hooded ', 'Long Sleeve ', 'Raglan Sleeve ', 'Regular ', 'Regular Fit ', 'High Stretch ', 'Fabric ', '95% Polyester, 5% Elastane ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN LUNE Solid Button Front Blouse,0.01,//img.ltwebstatic.com/images3_pi/2022/07/08/16572760536828bda55c805400e53b577ef85b4168_thumbnail_405x552.jpg,48,804,"['White ', 'Casual ', 'Plain ', 'Shirt ', 'Collar ', 'Button Front ', 'Long Sleeve ', 'Drop Shoulder ', 'Long ', 'Regular Fit ', 'Non-Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN ICON 90s Figure Graphic Crop Tee,0.01,//img.ltwebstatic.com/images3_pi/2022/05/25/1653449022cd4bd2426a6887e96e5825bcd3f2ac19_thumbnail_405x552.jpg,47,1235,"['White ', 'Casual ', 'Figure ', 'Round Neck ', 'Short Sleeve ', 'Regular Sleeve ', 'Crop ', 'Slim Fit ', 'Slight Stretch ', 'Fabric ', '62% Polyester, 34% Cotton, 4% Elastane ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN Frenchy Mock-neck Solid Sweater Vest,0,//img.ltwebstatic.com/images3_pi/2021/07/02/1625158619fe181024426f294d72947cb291305642_thumbnail_405x552.jpg,53,475,"['Apricot ', 'Casual ', 'Stand Collar ', 'Regular ', 'Plain ', 'Regular Fit ', 'Slight Stretch ', 'Fabric ', '100% Acrylic ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN LUNE Dual Pocket Keyhole Back Cami Jumpsuit Without Tee,0.01,//img.ltwebstatic.com/images3_pi/2022/05/23/1653272336c26c8b3a39a19c3739aa9c53a42b31fd_thumbnail_405x552.jpg,37,770,"['Black ', 'Casual ', 'Plain ', 'Cami ', 'Spaghetti Strap ', 'Pocket ', 'Capris ', 'Regular Fit ', 'Sleeveless ', 'Natural ', 'Medium Stretch ', 'Fabric ', '95% Polyester, 5% Elastane ', 'Machine wash or professional dry clean ', 'Unlined ', 'No ']",,,
SHEIN VCAY Shirred Waist Wide Leg Pants,0.01,//img.ltwebstatic.com/images3_pi/2022/06/18/1655541354230147425ee7e4d3eb2375e101bd40fe_thumbnail_405x552.jpg,46,523,"['Black ', 'Casual ', 'Plain ', 'Wide Leg ', 'Elastic Waist ', 'Shirred ', 'High Waist ', 'Long ', 'Loose ', 'Non-Stretch ', 'Fabric ', '100% Viscose ', 'Machine wash or professional dry clean ', 'Unlined ', 'No ']",,,
SHEIN LUNE Striped & Geo Print Batwing Sleeve Blouse,0.01,//img.ltwebstatic.com/images3_pi/2022/12/09/1670555447569815b69506588552dbf15029465597_thumbnail_405x552.jpg,62,648,"['Multicolor ', 'Casual ', 'Geometric ', 'Top ', 'V neck ', 'Short Sleeve ', 'Batwing Sleeve ', 'Regular ', 'Regular Fit ', 'Non-Stretch ', 'Woven Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN EZwear Solid Drawstring Zip Up Thermal Lined Crop Hoodie,0.01,//img.ltwebstatic.com/images3_pi/2021/09/16/1631759269b401602f95dc7ca829b0edff7317a1fe_thumbnail_405x552.jpg,48,639,"['Multicolor ', 'Casual ', 'Letter ', 'Round Neck ', 'Short Sleeve ', 'Drop Shoulder ', 'Crop ', 'Loose ', 'Slight Stretch ', 'Fabric ', '95% Polyester, 5% Elastane ', 'Machine wash, do not dry clean ', 'No ']",,,
SHEIN Essnce 4pcs Rib Knit Solid Tank Top,0.01,//img.ltwebstatic.com/images3_pi/2021/12/06/1638779237cc339527a3c5fbe05d7f0710ae548ffc_thumbnail_405x552.jpg,20,677,"['Brown ', 'Boho ', 'All Over Print ', 'Wide Leg ', 'Elastic Waist ', 'Shirred ', 'High Waist ', 'Short ', 'Loose ', 'Non-Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN VCAY Floral Print Split Thigh Halter Dress,0.01,//img.ltwebstatic.com/images3_pi/2023/01/16/167379842095b9fcebab1ee782436c5435f4f0a08a_thumbnail_405x552.jpg,62,1332,"['Black ', 'Boho ', 'Ditsy Floral ', 'Split Thigh, Tie Front, Ruched Bust ', 'Spaghetti Strap ', 'Cami ', 'Sleeveless ', 'High Waist ', 'Slit ', 'Midi ', 'Regular Fit ', 'Non-Stretch ', 'Woven Fabric ', '100% Polyester ', 'Hand wash,do not dry clean ', 'No ']",,,
SHEIN Privé 4pcs Solid Turtleneck Ribbed Knit Sweater,0.01,//img.ltwebstatic.com/images3_pi/2021/11/02/163583571824177292754037c871d7a27b803dee89_thumbnail_405x552.jpg,73,917,"['Medium Wash ', 'Butterfly ', 'Wide Leg ', 'Zipper Fly ', 'Button, Pocket, Zipper ', 'Natural ', 'Long ', 'Regular Fit ', 'Non-Stretch ', 'Denim ', '89% Cotton, 6% Polyester, 5% Viscose ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
SHEIN Qutie Letter Graphic Drop Shoulder Tee,0,//img.ltwebstatic.com/images3_pi/2022/06/28/1656381369f1572f6b81c298e2628ada902742a2f2_thumbnail_405x552.jpg,34,319,"['Coral Pink ', 'Casual ', 'Letter ', 'Round Neck ', 'Half Sleeve ', 'Drop Shoulder ', 'Long ', 'Oversized ', 'High Stretch ', 'Fabric ', '95% Polyester, 5% Elastane ', 'Machine wash, do not dry clean ', 'No ']",,,
SHEIN EZwear Solid Kangaroo Pocket Thermal Lined Hoodie,0.01,//img.ltwebstatic.com/images3_pi/2022/10/28/1666943107cecbf369e0268901a8a0c5a349ee4540_thumbnail_405x552.jpg,48,538,"['Black ', 'Casual ', 'Letter ', 'Round Neck ', 'Fabric ', 'Tee ', '95% Polyester, 5% Elastane ', 'Biker Shorts ', 'Half Sleeve ', 'Drop Shoulder ', 'Regular Fit ', 'Medium Stretch ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN LUNE Colorblock Notched Neck Dolman Sleeve Belted Dress,0.01,//img.ltwebstatic.com/images3_pi/2022/12/20/1671518061e30ba22ec424f5da177022e860b6ab6d_thumbnail_405x552.jpg,61,1402,"['Black ', 'Sexy ', 'Plain ', 'Halter ', 'Backless, Lace Up, Tie Back ', 'Sleeveless ', 'Crop ', 'Slim Fit ', 'Slight Stretch ', 'Hand wash or professional dry clean ', 'No ']",,,
Tropical Print Cut-out One Piece Swimsuit,0.02,//img.ltwebstatic.com/images3_pi/2022/03/01/16461246232853f46ef1d0effcdb529733235ff71c_thumbnail_405x552.jpg,66,1991,"['White ', 'Casual ', 'Heart, All Over Print ', 'V neck ', 'Ruffle Hem, Belted, Wrap ', 'Long Sleeve ', 'Bishop Sleeve ', 'Regular ', 'Fabric ', 'Machine wash or professional dry clean ', 'No Padding ', 'Yes ']",,,
SHEIN MOD Plant Print Lettuce Trim Tank Top,0.01,//img.ltwebstatic.com/images3_pi/2023/06/23/16875191074613c90cba9c57f968ef260c7b05dfa8_thumbnail_405x552.jpg,43,683,"['Chocolate Brown ', 'Casual ', 'Plain ', 'Tee ', 'Round Neck ', 'Short Sleeve ', 'Regular Sleeve ', 'Natural ', 'Slim Fit ', 'Medium Stretch ', 'Fabric ', '94% Viscose, 6% Elastane ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN PETITE High Waisted Zip Up Mom Fit Jeans,0,//img.ltwebstatic.com/images3_pi/2021/12/31/16409168648c76790a196d3bf0c9853caf47c3d31c_thumbnail_405x552.jpg,31,482,"['Multicolor ', 'Casual ', 'Colorblock ', 'Regular ', 'Pullovers ', 'V neck ', 'Long Sleeve ', 'Drop Shoulder ', 'Regular Fit ', 'Slight Stretch ', 'Fabric ', '100% Acrylic ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN VCAY Ditsy Floral Ruched Bodycon Dress,0.02,//img.ltwebstatic.com/images3_pi/2022/04/25/1650879520e8d2ca3e16785ce3ea773e0a40a0688d_thumbnail_405x552.jpg,65,1604,"['Multicolor ', 'Casual ', 'Plain ', 'Scoop Neck ', 'Fabric ', 'Camisole ', '95% Polyester, 5% Elastane ', 'Biker Shorts ', 'Sleeveless ', 'Slim Fit ', 'Slight Stretch ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN EZwear Solid Elastic Waist Sweatpants,0,//img.ltwebstatic.com/images3_pi/2021/12/01/1638342518e6af0ceedee47ec2235362d739dcdb2e_thumbnail_405x552.jpg,5,232,"['Black ', 'Boho ', 'Floral ', 'Top ', 'Notched ', 'Short Sleeve ', 'Batwing Sleeve ', 'Regular ', 'Regular Fit ', 'Non-Stretch ', 'Fabric ', '100% Polyester ', 'Hand wash or professional dry clean ', 'No ']",,,
SHEIN LUNE Solid Eyelet Embroidery Tank Top,0.01,//img.ltwebstatic.com/images3_pi/2023/04/02/1680433167e35daf410ee2fc76a2b04712a33d1b33_thumbnail_405x552.jpg,44,743,"['Black ', 'Casual ', 'Plain ', 'Cami ', 'Spaghetti Strap ', 'Pocket ', 'Capris ', 'Regular Fit ', 'Sleeveless ', 'Natural ', 'Medium Stretch ', 'Fabric ', '95% Polyester, 5% Elastane ', 'Machine wash or professional dry clean ', 'Unlined ', 'No ']",,,
SHEIN VCAY High Waist Ditsy Floral Skirt,0.01,//img.ltwebstatic.com/images3_pi/2021/12/30/1640853292bf542263a9cdd12c909baf6605b55e4f_thumbnail_405x552.jpg,62,619,"['White ', 'Casual ', 'Plain ', 'Tank ', 'V neck ', 'Eyelet Embroidery ', 'Regular ', 'Regular Fit ', 'High Stretch ', 'Knitted Fabric ', '95% Polyester, 5% Elastane ', 'Machine wash or professional dry clean ', 'Semi-Sheer ']",,,
SHEIN EZwear Bleach Wash Flare Leg Jeans,0,//img.ltwebstatic.com/images3_pi/2022/11/08/16678851620d27011135069c2803f682c1392e5d8b_thumbnail_405x552.jpg,23,248,"['Medium Wash ', 'Plain ', 'Straight Leg ', 'Zipper Fly ', 'Button, Pocket, Raw Hem, Ripped, Zipper ', 'Natural ', 'Short ', 'Regular Fit ', 'High Stretch ', 'Denim ', '70% Cotton, 28% Polyester, 2% Elastane ', 'Machine wash, do not dry clean ', 'No ']",,,
SHEIN ICON 90s Low Rise Ruched Flare Leg Pants,0.01,//img.ltwebstatic.com/images3_pi/2022/06/14/16551842524709938d008f384f352a7172200e9ca8_thumbnail_405x552.jpg,30,639,"['Khaki ', 'Casual ', 'Geometric ', 'Top ', 'V neck ', 'Short Sleeve ', 'Batwing Sleeve ', 'Regular ', 'Regular Fit ', 'Non-Stretch ', 'Woven Fabric ', '100% Polyester ', 'Machine wash, do not dry clean,wash with the soft detergent ', 'No ']",,,
SHEIN Essnce Solid Lettuce Trim Tee,0.01,//img.ltwebstatic.com/images3_pi/2023/03/17/1679044651acf2b984fc961f11211dc51b1ac7b67f_thumbnail_405x552.jpg,59,803,"['Multicolor ', 'Boho ', 'Floral, All Over Print ', 'Off the Shoulder ', 'Fabric ', 'Blouse ', '100% Polyester ', 'Shorts ', 'Short Sleeve ', 'Slim Fit ', 'High Stretch ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN Clasi Floral Print Batwing Sleeve Blouse,0.01,//img.ltwebstatic.com/images3_pi/2023/02/17/167663023994da9a6a505b64deca93817c808fed87_thumbnail_405x552.jpg,58,945,"['Black ', 'Casual ', 'Plain ', 'Deep V Neck ', 'Criss Cross ', 'Short Sleeve ', 'Regular Sleeve ', 'Crop ', 'Slim Fit ', 'High Stretch ', 'Fabric ', '90% Polyester, 10% Elastane ', 'Machine wash or professional dry clean ', 'No ', 'Semi-Sheer ']",,,
SHEIN WYWH Ruched Bust Cami Top & Belted Skirt Set,0.01,//img.ltwebstatic.com/images3_pi/2022/05/31/1653987100dbd7916cbc0a988a501c6e14f85f7982_thumbnail_405x552.jpg,60,1149,"['Mint Green ', 'Boho ', 'Floral, All Over Print ', 'Ruffle Hem, Shirred, Ruched Bust ', 'Spaghetti Strap ', 'Cami ', 'Sleeveless ', 'High Waist ', 'Flounce ', 'Short ', 'Regular Fit ', 'Non-Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'No ', 'No ']",,,
Floral Print Bikini Set Knot Front Wireless Bra Top & Hipster Bikini Bottom 2 Piece Bathing Suit,0,//img.ltwebstatic.com/images3_pi/2022/04/24/1650777158d115edbde637e1cf50b80c15403900a0_thumbnail_405x552.jpg,61,397,"['White ', 'Casual ', 'Plaid ', 'Top ', 'Notched ', 'Short Sleeve ', 'Batwing Sleeve ', 'Regular ', 'Regular Fit ', 'Non-Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'Unlined ', 'No ']",,,
SHEIN PETITE Solid Unitard Tank Romper,0,//img.ltwebstatic.com/images3_pi/2021/08/17/16291774431ca2be1cac11f8d96f574e7ca1d5b2c1_thumbnail_405x552.jpg,7,369,"['Multicolor ', 'Elegant ', 'Graphic ', 'Pleated ', 'High Waist ', 'Long ', 'Pleated ', 'High Stretch ', 'Knitted Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'No ']",,,
