name,discount,url,number,sold_number,text,,,6
SHEIN LUNE Batwing Sleeve Pocket Patched Shirt,0,//img.ltwebstatic.com/images3_pi/2023/05/08/16835183032c5fe1060fad0e62887f26f17e15d1c5_thumbnail_405x552.jpg,43,79,"['White ', 'Casual ', 'Plain ', 'Crop ', 'Long Sleeve ', 'Bishop Sleeve ', 'Slim Fit ', 'Slight Stretch ', 'Fabric ', '100% Acrylic ', 'Machine wash or professional dry clean ', 'Unlined ', 'No ']",,,
SHEIN VCAY Allover Heart Print Pocket Side Belted Tube Jumpsuit,0,//img.ltwebstatic.com/images3_pi/2022/05/23/1653290799556433d48340082afca6384644ad70b9_thumbnail_405x552.jpg,45,172,"['Navy Blue ', 'Casual ', 'Plain ', 'Tank ', 'Round Neck ', 'Knot ', 'Long ', 'Regular Fit ', 'Sleeveless ', 'High Waist ', 'Medium Stretch ', 'Fabric ', '95% Polyester, 5% Elastane ', 'Machine wash or professional dry clean ', 'Unlined ', 'No ']",,,
SHEIN Privé Striped Print Cami Top & Belted Shorts,0,//img.ltwebstatic.com/images3_pi/2023/04/15/16815424742add6b895ce283e558008c031d770de2_thumbnail_405x552.jpg,62,257,"['Grey ', 'Casual ', 'Plain ', 'Pullovers ', 'Round Neck ', 'Long Sleeve ', 'Drop Shoulder ', 'Regular ', 'Regular Fit ', 'Slight Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'No ']",,,
Fairycore Skeleton Pattern Drop Shoulder Sweater,0,//img.ltwebstatic.com/images3_pi/2023/03/03/1677829300c17235c751381309a68a29a8fe5e29a4_thumbnail_405x552.jpg,38,99,"['Black ', 'Plain ', 'Flare Leg ', 'Zipper Fly ', 'Button, Pocket, Zipper ', 'Natural ', 'Long ', 'Regular Fit ', 'High Stretch ', 'Denim ', '85% Cotton, 13% Polyester, 2% Elastane ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
SHEIN Clasi Allover Floral Print Ruffle Trim Blouse,0,//img.ltwebstatic.com/images3_pi/2022/04/13/1649815944833b368c78cb46a6c0d0601bf94a15a7_thumbnail_405x552.jpg,50,482,"['Medium Wash ', 'Plain ', 'Straight Leg ', 'Zipper Fly ', 'Button, Pocket, Raw Hem, Ripped, Zipper ', 'Natural ', 'Short ', 'Regular Fit ', 'Non-Stretch ', 'Denim ', '73% Cotton, 18% Polyester, 9% Viscose ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
SHEIN LUNE Tie Shoulder Romper Without Tee,0,//img.ltwebstatic.com/images3_pi/2022/12/21/167159958445db405b82d5de71c14934ce4c1f56a1_thumbnail_405x552.jpg,40,106,"['Dusty Blue ', 'Casual ', 'Polka Dot ', 'Belted ', 'V neck ', 'Tunic ', 'Sleeveless ', 'High Waist ', 'Straight ', 'Short ', 'Regular Fit ', 'Non-Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'Yes ', 'No ']",,,
SHEIN EZwear High Waist Flap Pocket Denim Shorts,0,//img.ltwebstatic.com/images3_pi/2022/01/05/1641348317f68653ccfb8354c2343fe2ce80c9439a_thumbnail_405x552.jpg,38,151,"['White ', 'Plain ', 'Embroidery ', 'Half Sleeve ', 'Knee Length ', 'Slim Fit ', 'Slight Stretch ', 'Fabric ', '65% Polyamide, 35% Viscose ', 'Machine wash, do not dry clean ', 'Yes ']",,,
SHEIN VCAY Floral Print Tied Backless Ruffle Hem Dress,0,//img.ltwebstatic.com/images3_pi/2022/07/18/16581376619ab2d1ce777c3dce50fd66a9d4a1fbca_thumbnail_405x552.jpg,38,292,"['Medium Wash ', 'Plain ', 'Tapered/Carrot ', 'Boyfriend Fit ', 'Zipper Fly ', 'Button, Pocket, Zipper ', 'High Waist ', 'Long ', 'Regular Fit ', 'Non-Stretch ', 'Denim ', '98% Cotton, 1% Polyester, 1% Viscose ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
SHEIN VCAY Floral Print Button Front Shirt,0,//img.ltwebstatic.com/images3_pi/2022/12/31/16724160291f04273b7a581c34448dd0c3d143764f_thumbnail_405x552.jpg,52,196,"['Black ', 'Plain ', 'Straight Leg ', 'Zipper Fly ', 'Button, Pocket, Raw Hem, Ripped, Zipper ', 'Natural ', 'Short ', 'Regular Fit ', 'High Stretch ', 'Denim ', '66% Cotton, 25% Polyester, 7% Viscose, 2% Elastane ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
SHEIN Privé High Waist Plicated Detail Wide Leg Pants,0,//img.ltwebstatic.com/images3_pi/2022/06/17/165542952310f5e6ee43d2350aad6fa15357409214_thumbnail_405x552.jpg,26,189,"['Black ', 'Casual ', 'Plain ', 'Other ', 'Collar ', 'Ripped, Button, Pocket, Raw Hem ', 'Long Sleeve ', 'Regular Sleeve ', 'Crop ', 'Single Breasted ', 'Regular Fit ', 'Non-Stretch ', 'Denim ', '70% Cotton, 24% Polyester, 6% Viscose ', 'Machine wash, do not dry clean ', 'No ']",,,
SHEIN LUNE 30% LINEN Pocket Front Overalls,0,//img.ltwebstatic.com/images3_pi/2022/03/24/16481031605881b93f95f7422d75d50845bbd04d9f_thumbnail_405x552.jpg,67,84,"['Black ', 'Casual ', 'Plain ', 'Cargo Pants ', 'Drawstring Waist ', 'Drawstring, Pocket ', 'Drop Waist ', 'Long ', 'Loose ', 'Non-Stretch ', 'Woven Fabric ', '100% Polyester ', 'Hand wash or professional dry clean ', 'Lined ', 'No ']",,,
SHEIN VCAY Leaf Print Fold Pleated Detail Dress,0,//img.ltwebstatic.com/images3_pi/2023/02/24/167720405592413296fde99bdc7fb64e3706cd93fb_thumbnail_405x552.jpg,56,194,"['Medium Wash ', 'Plain ', 'Flare Leg ', 'Bootcut ', 'Zipper Fly ', 'Button, Pocket, Raw Hem, Zipper ', 'High Waist ', 'Long ', 'Regular Fit ', 'Slight Stretch ', 'Denim ', '70% Cotton, 28% Polyester, 2% Elastane ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
SHEIN MOD Solid Ruched Mesh Tube Top,0,//img.ltwebstatic.com/images3_pi/2023/03/06/1678073732230c9315254a91d2fcff1856fac4c90d_thumbnail_405x552.jpg,39,239,"['Black ', 'Plain ', 'Straight Leg ', 'Zipper Fly ', 'Button, Pocket, Zipper ', 'High Waist ', 'Short ', 'Skinny ', 'Non-Stretch ', 'Denim ', '100% Cotton ', 'Machine wash, do not dry clean ', 'No ']",,,
SHEIN VCAY Graphic Print Knot Front Pants,0,//img.ltwebstatic.com/images3_pi/2022/02/23/1645579336de174cc6b47014e78aabfc8439dd1335_thumbnail_405x552.jpg,46,146,"['White ', 'Boho ', 'Plain ', 'Square Neck ', 'Frill, Shirred, Eyelet Embroidery ', 'Short Sleeve ', 'Puff Sleeve ', 'Crop ', 'Slim Fit ', 'Non-Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash, do not dry clean ', 'Semi-Sheer ']",,,
SHEIN PETITE High Waist Cut Out Ripped Frayed Straight Leg Jeans,0,//img.ltwebstatic.com/images3_pi/2022/08/11/1660180527d26467542c3c8bdb41085c68aaf74e32_thumbnail_405x552.jpg,10,75,"['Black ', 'Casual ', 'Plain ', 'Tapered/Carrot ', 'Elastic Waist ', 'Natural ', 'Cropped ', 'Regular Fit ', 'Non-Stretch ', 'Fabric ', '100% Viscose ', 'Machine wash or professional dry clean ', 'Unlined ', 'No ']",,,
SHEIN EZwear 3sets Solid Tank Top & Shorts,0,//img.ltwebstatic.com/images3_pi/2021/12/04/163862491046b360a4be8c5b314f1ec5ad395ecdda_thumbnail_405x552.jpg,39,238,"['Chocolate Brown ', 'Plain ', 'Straight Leg ', 'Cargo Pants ', 'Zipper Fly ', 'Pocket, Zipper ', 'High Waist ', 'Long ', 'Loose ', 'Non-Stretch ', 'Denim ', '100% Cotton ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
SHEIN VCAY Ditsy Floral Tie Front Peplum Blouse,0,//img.ltwebstatic.com/images3_pi/2022/08/04/16596004346520c8f3a167d589edcd894d17a6a0e0_thumbnail_405x552.jpg,44,293,"['Black ', 'Sexy ', 'Plain ', 'Cut Out, Wrap ', 'Hipsters ', 'Wireless Bra ', 'Spaghetti Strap ', 'High Stretch ', 'Machine wash, do not dry clean ', 'Removable Padding ', 'Fabric ', '80% Polyamide, 20% Elastane ', 'Lined ']",,,
SHEIN EZwear Flap Pocket Side Drawstring Waist Cargo Pants,0,//img.ltwebstatic.com/images3_pi/2023/02/22/1677061540747330b0c40da3fc5249ebe8157579ef_thumbnail_405x552.jpg,36,119,"['Black ', 'Casual ', 'Plain ', 'Rib-Knit, Split Thigh ', 'Square Neck ', 'Tank ', 'Sleeveless ', 'Natural ', 'Slit ', 'Midi ', 'Slim Fit ', 'Medium Stretch ', 'Fabric ', '95% Polyester, 5% Elastane ', 'Machine wash or professional dry clean ', 'Semi-Sheer ']",,,
SHEIN LUNE Eyelet Embroidery Batwing Sleeve Tee,0,//img.ltwebstatic.com/images3_pi/2023/02/15/16764538379b961770e37a0a82ebb1b34330860929_thumbnail_405x552.jpg,40,181,"['Apricot ', 'Casual ', 'Plain ', 'Halter ', 'Rib-Knit ', 'Sleeveless ', 'Crop ', 'Slim Fit ', 'High Stretch ', 'Fabric ', '70% Viscose, 30% Polyamide ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN Essnce High Waisted Zip Up Skinny Jeans,0,//img.ltwebstatic.com/images3_pi/2022/02/22/1645501147cd0a70b2d9d3e6ccf05083a1191995f2_thumbnail_405x552.jpg,37,244,"['Dark Wash ', 'Plain ', 'Flare Leg ', 'Curvy ', 'Zipper Fly ', 'Button, Pocket, Zipper ', 'Drop Waist ', 'Long ', 'Regular Fit ', 'High Stretch ', 'Denim ', '74% Cotton, 24% Polyester, 2% Elastane ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
SHEIN Frenchy Lantern Sleeve Open Front Cardigan,0,//img.ltwebstatic.com/images3_pi/2021/10/19/1634637847f1ab86887266b942d5b2a1a6e4547f0b_thumbnail_405x552.jpg,35,150,"['Blue and White ', 'Boho ', 'Floral ', 'Ruffle Hem ', 'High Waist ', 'Long ', 'Loose ', 'A Line ', 'Non-Stretch ', 'Fabric ', '96% Polyester, 4% Elastane ', 'Machine wash, do not dry clean ', 'No ']",,,
SHEIN LUNE Polka Dot & Striped Print Blouse,0,//img.ltwebstatic.com/images3_pi/2022/12/28/1672211671f5ecdf13212983fabb12d870895f8600_thumbnail_405x552.jpg,25,81,"['Black ', 'Casual ', 'Plain ', 'Tie Side ', 'High Stretch ', 'Fabric ', '80% Polyamide, 20% Elastane ', 'Machine wash, do not dry clean ', 'Lined ']",,,
SHEIN EZwear Rib Knit Halter Crop Top,0,//img.ltwebstatic.com/images3_pi/2022/12/17/1671247984c6be739bab253a4cc9a85150aa980ca6_thumbnail_405x552.jpg,47,174,"['Multicolor ', 'Casual ', 'Plain ', 'Round Neck ', 'Lettuce Trim, Rib-Knit ', 'Short Sleeve ', 'Regular Sleeve ', 'Crop ', 'Slim Fit ', 'Slight Stretch ', 'Knitted Fabric ', '93% Cotton, 7% Elastane ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN PETITE Ruched Crop Tube Top,0,//img.ltwebstatic.com/images3_pi/2022/07/25/1658714891762abab28ae390c13e03b18d2aeb4d41_thumbnail_405x552.jpg,31,116,"['Light Wash ', 'Plain ', 'Straight Leg ', 'Zipper Fly ', 'Button, Pocket, Ripped, Zipper ', 'High Waist ', 'Long ', 'Regular Fit ', 'Non-Stretch ', 'Denim ', '89% Cotton, 6% Polyester, 5% Viscose ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
Paisley & Ditsy Floral Tie Side Bikini Swimsuit,0,//img.ltwebstatic.com/images3_pi/2021/04/06/1617674736a78cb1e89232c150b94abb971635b148_thumbnail_405x552.jpg,35,57,"['Black and White ', 'Casual ', 'Graphic ', 'Top ', 'Round Neck ', 'Sleeveless ', 'Regular ', 'Regular Fit ', 'Non-Stretch ', 'Woven Fabric ', '95% Polyester, 5% Elastane ', 'Machine wash, do not dry clean,wash with the soft detergent ', 'No ']",,,
SHEIN Privé Solid Asymmetrical Neck Puff Sleeve Blouse,0,//img.ltwebstatic.com/images3_pi/2023/01/30/167504230216ecc188894be2337c4a13854bed1c54_thumbnail_405x552.jpg,36,174,"['Grey ', 'Casual ', 'Tropical, Letter ', 'Scoop Neck ', 'Tank ', 'Sleeveless ', 'Natural ', 'Straight ', 'Short ', 'Regular Fit ', 'High Stretch ', 'Knitted Fabric ', '95% Polyester, 5% Elastane ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN EZwear High Waisted Flap Pocket Cargo Jeans,0,//img.ltwebstatic.com/images3_pi/2022/07/08/165724535061a7c54621a9444638c3bf3cb5283d76_thumbnail_405x552.jpg,46,83,"['Black and White ', 'Casual ', 'Butterfly, Colorblock ', 'Round Neck ', 'Half Sleeve ', 'Drop Shoulder ', 'Regular ', 'Oversized ', 'Medium Stretch ', 'Fabric ', '95% Polyester, 5% Elastane ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN Essnce Ripped Raw Hem Denim Shorts,0,//img.ltwebstatic.com/images3_pi/2022/03/08/1646708053a5a32a113da513bb762ff5f129c50a30_thumbnail_405x552.jpg,47,203,"['Dark Wash ', 'Plain ', 'Straight Leg ', 'Zipper Fly ', 'Button, Pocket, Zipper ', 'High Waist ', 'Long ', 'Regular Fit ', 'Non-Stretch ', 'Denim ', '98% Cotton, 2% Polyester ', 'Machine wash or professional dry clean ', 'Unlined ', 'No ']",,,
Color Block High Waisted Bikini Swimsuit,0,//img.ltwebstatic.com/images3_pi/2022/04/20/1650445930e464bcebb1354f282a5bdfb24d218e8d_thumbnail_405x552.jpg,34,291,"['Rust Brown ', 'Casual ', 'Plain ', 'Overall ', 'Straps ', 'Button, Pocket ', 'Capris ', 'Loose ', 'Sleeveless ', 'High Waist ', 'Non-Stretch ', 'Fabric ', '80% Viscose, 20% Linen ', 'Machine wash or professional dry clean ', 'Unlined ', 'No ']",,,
SHEIN Clasi Striped & Geo Print Batwing Sleeve Shirt,0,//img.ltwebstatic.com/images3_pi/2022/03/18/16476047642d9c04fec4138e7659fecaa6cf7ce9f8_thumbnail_405x552.jpg,61,299,"['Blue ', 'Sexy ', 'Colorblock ', 'Twist ', 'Bikinis ', 'Wireless Bra ', 'Spaghetti Strap ', 'High Stretch ', 'Machine wash, do not dry clean ', 'Removable Padding ', 'Fabric ', '95% Polyester, 5% Elastane ']",,,
SHEIN EZwear High Waist Patch Detail Raw Cut Flare Leg Jeans,0,//img.ltwebstatic.com/images3_pi/2022/06/21/165577534178041964ede51c84d45740ee86c859ff_thumbnail_405x552.jpg,51,411,"['White ', 'Plain ', 'Regular Fit ', 'High Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash, do not dry clean ', 'Yes ']",,,
SHEIN Privé Cut Out Tube Bodycon Dress,0.01,//img.ltwebstatic.com/images3_pi/2022/04/25/1650879401a6c6174c9bd3cd44ecdee8b5e558a6b7_thumbnail_405x552.jpg,49,820,"['White ', 'Plain ', 'Flare Leg ', 'Bootcut ', 'Zipper Fly ', 'Button, Pocket, Zipper ', 'High Waist ', 'Extra Long ', 'Skinny ', 'High Stretch ', 'Denim ', '85% Cotton, 13% Polyester, 2% Elastane ', 'Machine wash, do not dry clean ', 'No ']",,,
SHEIN VCAY Feather Print Shirred Detail Ruffle Hem Tube Top,0.01,//img.ltwebstatic.com/images3_pi/2023/02/13/16762582046153bd53c3c3c6b642cd1acd901a4f8e_thumbnail_405x552.jpg,66,537,"['Multicolor ', 'Boho ', 'Floral ', 'Scallop, Backless ', 'Spaghetti Strap ', 'Cami ', 'Sleeveless ', 'Natural ', 'Pencil ', 'Short ', 'Slim Fit ', 'Slight Stretch ', 'Knitted Fabric ', '98% Polyester, 2% Elastane ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN BAE Solid Long Sleeve Cheeky Bodysuit,0,//img.ltwebstatic.com/images2_pi/2018/10/09/1539079870237232870_thumbnail_405x552.jpg,37,106,"['Black ', 'Casual ', 'Plain ', 'Pleated ', 'High Waist ', 'Long ', 'Loose ', 'Pleated ', 'Non-Stretch ', 'Fabric ', '100% Polyester ', 'Hand wash,do not dry clean ', 'No ']",,,
SHEIN Essnce Rib-knit Crop Tank Top & Shorts,0,//img.ltwebstatic.com/images3_pi/2022/05/27/165364057806f8421c883a3fcdeeaab58151431860_thumbnail_405x552.jpg,48,314,"['Navy Blue ', 'Casual ', 'Polka Dot ', 'Shirt ', 'Round Neck ', 'Belted ', 'Long ', 'Regular Fit ', 'Short Sleeve ', 'Batwing Sleeve ', 'High Waist ', 'Slight Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
SHEIN Frenchy Eyelet Embroidery Puff Sleeve Shirred Top,0,//img.ltwebstatic.com/images3_pi/2022/01/05/1641353828b13dabf0345da19c50e70fd7c116752d_thumbnail_405x552.jpg,5,170,"['Dark Wash ', 'Plain ', 'Flare Leg ', 'Zipper Fly ', 'Button, Pocket, Zipper ', 'High Waist ', 'Long ', 'Regular Fit ', 'Medium Stretch ', 'Denim ', '65% Cotton, 28% Polyester, 5% Viscose, 2% Elastane ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
SHEIN EZwear Zipper Up Drawstring Crop Hoodie,0,//img.ltwebstatic.com/images3_pi/2022/08/30/1661854878779f55bd79040c24686c16f3a26335cf_thumbnail_405x552.jpg,22,102,"['White ', 'Casual ', 'Letter ', 'Pullovers ', 'Round Neck ', 'Long Sleeve ', 'Drop Shoulder ', 'Regular ', 'Regular Fit ', 'Slight Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash, do not dry clean ', 'Yes ', 'No ']",,,
Solid Elastic Waist Carrot Pants,0,//img.ltwebstatic.com/images3_pi/2021/03/18/1616031997ef2c8e5dcd3cdaf7ac97950eafccd732_thumbnail_405x552.jpg,44,201,"['Multicolor ', 'Casual ', 'Ombre ', 'Notched ', 'Button ', 'Short Sleeve ', 'Batwing Sleeve ', 'Regular ', 'Regular Fit ', 'Slight Stretch ', 'Knitted Fabric ', '95% Polyester, 5% Elastane ', 'Machine wash, do not dry clean,wash with the soft detergent ', 'No ']",,,
3pcs Criss Cross Bikini Set,0,//img.ltwebstatic.com/images3_pi/2022/06/27/16563071391a25bb5521c8115f91d1ef863ec7d0cd_thumbnail_405x552.jpg,24,180,"['Black ', 'Casual ', 'Plain ', 'Ruched ', 'High Waist ', 'High Stretch ', 'Fabric ', '82% Polyester, 18% Elastane ', 'Machine wash, do not dry clean ', 'Lined ']",,,
SHEIN Essnce Ribbed Knit Split Thigh Tank Dress,0,//img.ltwebstatic.com/images3_pi/2022/10/19/16661446122ec6843dfebf5493a2c1311d63af09cc_thumbnail_405x552.jpg,40,335,"['Black ', 'Plain ', 'Skinny ', 'Zipper Fly ', 'Button, Pocket, Zipper ', 'High Waist ', 'Long ', 'Skinny ', 'Medium Stretch ', 'Denim ', '70% Cotton, 28% Polyester, 2% Elastane ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
SHEIN EZwear 4pcs Solid Cami Top,0,//img.ltwebstatic.com/images3_pi/2022/04/13/164985114980004bd7ab38be35ec5b862973f9ae58_thumbnail_405x552.jpg,32,295,"['Mint Green ', 'Boho ', 'Ditsy Floral ', 'Wide Leg ', 'Zipper Fly ', 'Zipper ', 'High Waist ', 'Long ', 'Loose ', 'Non-Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'Unlined ', 'No ']",,,
SHEIN EZwear Light Washed Cut Out Ripped Straight Leg Jeans,0,//img.ltwebstatic.com/images3_pi/2022/07/18/16581246861b5f6378edd6340d18324f88057299bd_thumbnail_405x552.jpg,40,141,"['Navy Blue ', 'Casual ', 'Plain ', 'Notched ', 'Tunic ', 'Half Sleeve ', 'Flounce Sleeve ', 'Straight ', 'Short ', 'Regular Fit ', 'Non-Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'Unlined ', 'No Padding ', 'No ']",,,
SHEIN Essnce Solid Ribbed Knit Top,0,//img.ltwebstatic.com/images3_pi/2022/04/24/16507727417098a1369667253b481416550b9a1351_thumbnail_405x552.jpg,45,301,"['Coral Orange ', 'Casual ', 'Plain ', 'Halter ', 'Halter ', 'Criss Cross, Rib-Knit ', 'Crop ', 'Slim Fit ', 'Slight Stretch ', 'Fabric ', '67% Polyester, 30% Viscose, 3% Elastane ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN VCAY Floral Print Elastic Waist Skirt,0,//img.ltwebstatic.com/images3_pi/2022/06/01/1654076807b642d8c5008a840d5f2cdab78bb95021_thumbnail_405x552.jpg,54,133,"['Grey ', 'Plain ', 'Straight Leg ', 'Cargo Pants ', 'Zipper Fly ', 'Button, Pocket, Zipper ', 'Natural ', 'Long ', 'Regular Fit ', 'Non-Stretch ', 'Denim ', '100% Cotton ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
Tie Side Bikini Bottom,0,//img.ltwebstatic.com/images3_pi/2021/06/17/162391834332e7cb5efd5784f102f269be3bb89750_thumbnail_405x552.jpg,37,214,"['Black ', 'Casual ', 'Plain ', 'Spaghetti Strap ', 'Sleeveless ', 'Crop ', 'Slim Fit ', 'Slight Stretch ', 'Fabric ', '100% Viscose ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN EZwear 4pcs Lettuce Trim Rib Knit Tee,0,//img.ltwebstatic.com/images3_pi/2021/08/17/16291788092d112a69b8639e693dd346faa2e552b7_thumbnail_405x552.jpg,9,170,"['Multicolor ', 'Boho ', 'Floral, Paisley ', 'Ruffle Hem, Shirred ', 'V neck ', 'A Line ', 'Cap Sleeve ', 'Regular Sleeve ', 'High Waist ', 'Flounce ', 'Long ', 'Regular Fit ', 'Non-Stretch ', 'Woven Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN Privé Graphic Print Sleeveless Top,0,//img.ltwebstatic.com/images3_pi/2023/03/01/1677640243f4c228ea2f58cb0a4020ec7340e6e818_thumbnail_405x552.jpg,30,163,"['Multicolor ', 'Casual ', 'Plain ', 'Cami ', 'Spaghetti Strap ', 'Crop ', 'Slim Fit ', 'Slight Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN Essnce Light Washed Skinny Jeans,0,//img.ltwebstatic.com/images3_pi/2022/03/07/1646619485926c16a9d3b9e097d1c153a16259d21e_thumbnail_405x552.jpg,40,72,"['Dark Wash ', 'Plain ', 'Skinny ', 'Zipper Fly ', 'Button, Pocket, Zipper ', 'High Waist ', 'Long ', 'Skinny ', 'High Stretch ', 'Denim ', '76% Cotton, 22% Polyester, 2% Elastane ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
SHEIN VCAY Coconut Tree & Letter Graphic Tank Dress,0,//img.ltwebstatic.com/images3_pi/2023/05/23/1684842257a649da72e8f5327d94db4c446b0e49fe_thumbnail_405x552.jpg,10,116,"['Pink ', 'Casual ', 'Plain ', 'V neck ', 'Short Sleeve ', 'Batwing Sleeve ', 'Regular ', 'Regular Fit ', 'Medium Stretch ', 'Fabric ', '95% Polyester, 5% Elastane ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN Coolane Slogan & Butterfly Print Drop Shoulder Tee,0,//img.ltwebstatic.com/images3_pi/2022/03/30/1648625447f29dfdc1373007adf1d70e1aa88953b8_thumbnail_405x552.jpg,5,153,"['Light Wash ', 'Casual ', 'Plain ', 'Overall ', 'Straps ', 'Button, Pocket ', 'Sleeveless ', 'High Waist ', 'Short ', 'Regular Fit ', 'High Stretch ', 'Denim ', '76% Cotton, 22.1% Polyester, 1.9% Elastane ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
Colorblock Twist Bikini Swimsuit,0,//img.ltwebstatic.com/images3_pi/2022/08/10/16601169494e5f07215cec1d177b0eef8219b50bcd_thumbnail_405x552.jpg,31,131,"['Multicolor ', 'Casual ', 'Plain ', 'Tank ', 'V neck ', 'Rib-Knit ', 'Crop ', 'Slim Fit ', 'Medium Stretch ', 'Fabric ', '95% Polyester, 5% Elastane ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN EZwear Letter Graphic Thermal Lined Sweatshirt,0,//img.ltwebstatic.com/images3_pi/2022/08/05/16596772002c81bc1a245e21c8f557cf5532f56c49_thumbnail_405x552.jpg,5,153,"['Medium Wash ', 'Plain ', 'Straight Leg ', 'Zipper Fly ', 'Button, Cut Out, Pocket, Ripped, Zipper ', 'Natural ', 'Long ', 'Regular Fit ', 'Non-Stretch ', 'Denim ', '85% Cotton, 15% Polyester ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
Plain Cover Up Pants Without Bikini Panty,0,//img.ltwebstatic.com/images3_pi/2021/08/30/1630288410582e2a30645884bb28fbb7062dab22ae_thumbnail_405x552.jpg,30,159,"['White ', 'Plain ', 'Knot ', 'Regular Fit ', 'Non-Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN Privé Floral Print Scallop Trim Cami Bodycon Dress,0,//img.ltwebstatic.com/images3_pi/2023/02/28/1677549869dde541ef221d040dc04c7ea6c6246f3b_thumbnail_405x552.jpg,20,379,"['Black and White ', 'Casual ', 'Striped ', 'Collar ', 'Half Sleeve ', 'Regular Sleeve ', 'Regular ', 'Regular Fit ', 'Medium Stretch ', 'Fabric ', '100% Viscose ', 'Machine wash or professional dry clean ', 'No ']",,,
DAZY Solid Pleated Skirt,0,//img.ltwebstatic.com/images3_pi/2023/03/23/16795489894cdcd2cbc24e82c89486423a9110e0c9_thumbnail_405x552.jpg,57,237,"['Navy Blue ', 'Casual ', 'Plain ', 'Ruched ', 'Round Neck ', 'Tank ', 'Sleeveless ', 'Natural ', 'Wrap ', 'Short ', 'Slim Fit ', 'Slight Stretch ', 'Knitted Fabric ', '95% Polyester, 5% Elastane ', 'Machine wash, do not dry clean ', 'No ']",,,
SHEIN LUNE Ombre Button Detail Batwing Sleeve Tee,0,//img.ltwebstatic.com/images3_pi/2023/04/26/1682490065457a0ebd510a9c685cf745a3543cfb2b_thumbnail_405x552.jpg,57,159,"['Medium Wash ', 'Plain ', 'Skinny ', 'Zipper Fly ', 'Button, Pocket, Raw Hem, Ripped, Zipper ', 'Natural ', 'Cropped ', 'Skinny ', 'Medium Stretch ', 'Denim ', '69% Cotton, 26% Polyester, 3% Viscose, 2% Elastane ', 'Machine wash, do not dry clean ', 'Unlined ', 'No ']",,,
Ruched High Waisted Bikini Panty,0,//img.ltwebstatic.com/images3_pi/2019/11/02/157268532594bff6b8acd06bd8d8b54823dd726d1f_thumbnail_405x552.jpg,52,234,"['Light Grey ', 'Casual ', 'Letter ', 'Pullovers ', 'Round Neck ', 'Long Sleeve ', 'Drop Shoulder ', 'Regular ', 'Oversized ', 'Slight Stretch ', 'Fabric ', '100% Polyester ', 'Machine wash or professional dry clean ', 'No ']",,,
SHEIN WYWH Ditsy Floral Print High Waist Wide Leg Pants,0,//img.ltwebstatic.com/images3_pi/2022/03/16/1647419720c05267da21f352ad3a55a927c42a18cf_thumbnail_405x552.jpg,42,99,"['White ', 'Casual ', 'Plain ', 'Shirt ', 'Collar ', 'Pocket, Button Front ', 'Short ', 'Loose ', 'Long Sleeve ', 'Drop Shoulder ', 'Natural ', 'Non-Stretch ', 'Fabric ', '97% Polyester, 3% Elastane ', 'Hand wash or professional dry clean ', 'Unlined ', 'No ']",,,
